chromosome	CDS_start	CDS_end	new_end	Filter
UN	73514354	73518434	73516373	PASS
UN	84882439	85129777	84913491	PASS
LG24	91265631	91266676	2926888	Not Valid
LG7	91265631	91266676	19999191	Not Valid
LG7	91265631	91266676	3291873	Not Valid
UN	91265631	91266676	77738298	Not Valid
LG11	217877	218667	218185	PASS
LG3	91265631	91266676	12194499	Not Valid
LG14	91265631	91266676	2360224	Not Valid
LGx	5582953	5642213	5635792	PASS
LG10	91265631	91266676	7690712	Not Valid
UN	65849050	65850857	65850831	PASS
LG5	31596777	31783394	31714315	PASS
LG9	91265631	91266676	18982188	Not Valid
LG13	91265631	91266676	7530971	Not Valid
UN	91265631	91266676	71835544	Not Valid
UN	91265631	91266676	26145940	Not Valid
LG2	91265631	91266676	24103250	Not Valid
LG13	91265631	91266676	19356630	Not Valid
UN	91265631	91266676	78415872	Not Valid
LG14	7112129	7115784	7114819	PASS
LG11	91265631	91266676	24571128	Not Valid
LG4	19560844	19574078	19561186	PASS
LG13	91265631	91266676	17009540	Not Valid
UN	91265631	91266676	17102105	Not Valid
UN	84059746	84091002	84069204	PASS
UN	7615929	7636684	7621978	PASS
LG20	10678225	11061515	11060824	PASS
UN	91265631	91266676	93685685	Not Valid
LG19	91265631	91266676	8456913	Not Valid
UN	91265631	91266676	95325657	Not Valid
LG12	1515233	1553080	1518745	PASS
UN	18748737	18770891	18761996	PASS
LG22-25	91265631	91266676	19368283	Not Valid
UN	91265631	91266676	69905109	Not Valid
LG3	9824200	9838499	9838350	PASS
UN	72109499	72124387	72119192	PASS
LG18-21	4478022	4482784	4479440	PASS
LG10	23604576	23684945	23606372	PASS
LG14	10291133	10295116	10293037	PASS
LG19	91265631	91266676	14107180	Not Valid
LG10	91265631	91266676	16317541	Not Valid
UN	91265631	91266676	8076079	Not Valid
LG4	91265631	91266676	24996503	Not Valid
UN	91265631	91266676	31181539	Not Valid
UN	91265631	91266676	64074681	Not Valid
UN	91265631	91266676	88476608	Not Valid
LG11	7894662	7898024	7895300	PASS
UN	91265631	91266676	43421134	Not Valid
LG6	22951066	22955290	22951651	PASS
LG13	91265631	91266676	17586261	Not Valid
LG13	20976034	20983343	20983294	PASS
LG18-21	91265631	91266676	14378777	Not Valid
LG2	8931517	8935657	8935500	PASS
LG12	91265631	91266676	18570253	Not Valid
LG15	91265631	91266676	18483521	Not Valid
UN	91265631	91266676	93914743	Not Valid
LG22-25	91265631	91266676	17722975	Not Valid
LGx	3708014	3744757	3709620	PASS
UN	91265631	91266676	31709639	Not Valid
LG13	91265631	91266676	5804381	Not Valid
LG16	15790554	15897837	15791093	PASS
LG2	91265631	91266676	12050217	Not Valid
LG8	16386310	16401252	16397481	PASS
UN	59744157	59747545	59745884	PASS
LG19	91265631	91266676	4624708	Not Valid
LG20	25253621	25259841	25258305	PASS
LG1A	91265631	91266676	9520114	Not Valid
LG3	12307834	12324221	12315217	PASS
UN	91265631	91266676	39637	Not Valid
UN	91265631	91266676	79422399	Not Valid
LG5	21338623	21342139	21340430	PASS
LG10	19778718	19902550	19850723	PASS
LG12	91265631	91266676	8260962	Not Valid
UN	91265631	91266676	34942630	Not Valid
UN	91265631	91266676	10572895	Not Valid
LG13	91265631	91266676	906007	Not Valid
LG16	2283460	2357055	2325398	PASS
UN	91265631	91266676	10090349	Not Valid
LG11	3815658	3851112	3840985	PASS
UN	91265631	91266676	51068856	Not Valid
LG11	1566282	1588035	1583610	PASS
LG22-25	91265631	91266676	19825875	Not Valid
LG4	23401568	23406077	23405029	PASS
LG4	91265631	91266676	27464147	Not Valid
LG8	526847	532970	526941	PASS
LG12	91265631	91266676	15753058	Not Valid
UN	91265631	91266676	52478687	Not Valid
LG1B	7887463	7889381	7888164	PASS
LG14	91265631	91266676	26110945	Not Valid
LG14	16673820	16699865	16685476	PASS
LG7	4912072	4912702	4912696	PASS
LG11	91265631	91266676	15408624	Not Valid
LG14	91265631	91266676	13818450	Not Valid
UN	16166131	16167706	16167389	PASS
UN	91265631	91266676	48934770	Not Valid
LG7	91265631	91266676	21331920	Not Valid
LG11	91265631	91266676	23176259	Not Valid
LG16	17503317	17517669	17517048	PASS
LG13	91265631	91266676	25487669	Not Valid
LG10	91265631	91266676	2510405	Not Valid
UN	91265631	91266676	43795811	Not Valid
LG2	5348177	5432376	5428675	PASS
LG8	3619201	3623669	3622302	PASS
LG7	1853316	1897024	1865816	PASS
UN	23453334	23458758	23456098	PASS
LG16	91265631	91266676	4232892	Not Valid
LG19	10880610	10893497	10884722	PASS
LG3	6208823	6305042	6299220	PASS
LG16	25278079	25480560	25325168	PASS
LG5	91265631	91266676	30321748	Not Valid
LG4	9488101	9514566	9513813	PASS
LG5	91265631	91266676	20576694	Not Valid
UN	91265631	91266676	23717809	Not Valid
LG14	18754105	18755573	18754282	PASS
UN	91265631	91266676	47280679	Not Valid
LG22-25	91265631	91266676	3866899	Not Valid
LG18-21	91265631	91266676	12801564	Not Valid
LG15	91265631	91266676	12255450	Not Valid
UN	91265631	91266676	63588619	Not Valid
LG20	91265631	91266676	15852519	Not Valid
LG16	12272379	12280035	12278520	PASS
LG19	12911040	12921127	12920686	PASS
LG18-21	91265631	91266676	16041217	Not Valid
UN	2855606	2861340	2856893	PASS
LG14	20827069	20884657	20881981	PASS
LG19	9994035	10015084	10011196	PASS
LG7	91265631	91266676	27692929	Not Valid
LG19	4299065	4340945	4339566	PASS
LG19	22080183	22081119	22080375	PASS
LG20	19869546	19879364	19872673	PASS
LG16	2048093	2064563	2048220	PASS
LG7	91265631	91266676	15625311	Not Valid
LG20	91265631	91266676	27554124	Not Valid
LG10	10068120	10103424	10076383	PASS
UN	91265631	91266676	41328576	Not Valid
UN	57364045	57377473	57374867	PASS
LG20	16988620	17031023	16989228	PASS
UN	91265631	91266676	9886195	Not Valid
LG24	91265631	91266676	11820229	Not Valid
LG1B	91265631	91266676	3153233	Not Valid
UN	91265631	91266676	2045953	Not Valid
LG16	22582626	22625037	22623899	PASS
UN	91265631	91266676	93188508	Not Valid
UN	91265631	91266676	71074153	Not Valid
LG8	12654847	12655538	12654873	PASS
LG2	5503175	5510657	5507941	PASS
UN	41465387	41479246	41477652	PASS
LG15	13783599	13790866	13787449	PASS
LG7	1549664	1566171	1551690	PASS
LG4	3799811	3810496	3802058	PASS
UN	91265631	91266676	50485675	Not Valid
LG2	91265631	91266676	21700994	Not Valid
LG8	9329097	9393600	9387386	PASS
LG12	91265631	91266676	17505285	Not Valid
LG1B	91265631	91266676	5847235	Not Valid
UN	91265631	91266676	83908979	Not Valid
LG18-21	91265631	91266676	2555304	Not Valid
LG20	5921542	5954348	5940112	PASS
LG11	91265631	91266676	3713209	Not Valid
LG14	91265631	91266676	179485	Not Valid
LG18-21	91265631	91266676	7408592	Not Valid
LG6	91265631	91266676	25124799	Not Valid
LG7	91265631	91266676	14052508	Not Valid
UN	91265631	91266676	22687916	Not Valid
LG7	12713436	12717609	12716359	PASS
LG1A	17090832	17094552	17093398	PASS
UN	65743896	65747810	65747129	PASS
UN	91265631	91266676	38367256	Not Valid
UN	91265631	91266676	9659353	Not Valid
LG12	91265631	91266676	19969193	Not Valid
LG18-21	91265631	91266676	8760816	Not Valid
UN	91265631	91266676	30449545	Not Valid
UN	91265631	91266676	59782907	Not Valid
LG20	25606742	25627544	25626396	PASS
LG15	91265631	91266676	18891627	Not Valid
UN	91265631	91266676	73762748	Not Valid
LG7	91265631	91266676	10386069	Not Valid
LG14	9645579	9856558	9654083	PASS
LG10	91265631	91266676	5095159	Not Valid
UN	91265631	91266676	58390512	Not Valid
UN	15717983	16167386	15958858	PASS
LG16	3442026	3447582	3445756	PASS
UN	91265631	91266676	90413043	Not Valid
LG7	91265631	91266676	9361452	Not Valid
UN	57705179	57715211	57707707	PASS
LG20	20660090	20666776	20662646	PASS
LGx	91265631	91266676	4953491	Not Valid
LG8	9905009	9911770	9905279	PASS
LG8	91265631	91266676	6984861	Not Valid
LG1A	23606352	23623945	23607337	PASS
LG13	91265631	91266676	9940324	Not Valid
LG1A	91265631	91266676	5340072	Not Valid
LG2	14651414	14659615	14655603	PASS
UN	44858693	44860194	44859984	PASS
LG10	91265631	91266676	7583494	Not Valid
LG16	12709355	12732244	12731663	PASS
LG14	91265631	91266676	3475762	Not Valid
UN	91265631	91266676	7150159	Not Valid
LG5	28112511	28132813	28114753	PASS
LG6	4638810	4656438	4639324	PASS
LG11	91265631	91266676	2292764	Not Valid
LG8	8218298	8227755	8220528	PASS
LG7	20608107	20609020	20608669	PASS
LG20	91265631	91266676	16311221	Not Valid
UN	91265631	91266676	84863067	Not Valid
LG2	159421	352152	189488	PASS
LG15	91265631	91266676	16723772	Not Valid
UN	91265631	91266676	95100167	Not Valid
UN	24956313	24960185	24959460	PASS
UN	91265631	91266676	89661781	Not Valid
LG8	91265631	91266676	1066221	Not Valid
LG5	23289204	23296372	23292269	PASS
LG2	20151330	20284116	20280061	PASS
LG19	91265631	91266676	10981105	Not Valid
LG20	91265631	91266676	1410151	Not Valid
UN	91265631	91266676	38829783	Not Valid
LG11	13503562	13505580	13505317	PASS
UN	91265631	91266676	76947026	Not Valid
UN	91265631	91266676	73895185	Not Valid
LG2	2050200	2058428	2055730	PASS
UN	94369417	94373514	94369716	PASS
LG15	91265631	91266676	8201428	Not Valid
UN	90304430	90311791	90305834	PASS
LG6	91265631	91266676	25542661	Not Valid
LG2	8950121	8961248	8958147	PASS
UN	91265631	91266676	61892515	Not Valid
LG12	91265631	91266676	22520355	Not Valid
UN	91265631	91266676	57078946	Not Valid
LG7	91265631	91266676	16272452	Not Valid
UN	91265631	91266676	92743510	Not Valid
LG1A	91265631	91266676	13872744	Not Valid
LG3	8780	35958	33198	PASS
LG8	91265631	91266676	18770073	Not Valid
UN	91265631	91266676	68360796	Not Valid
UN	85900902	85903156	85902540	PASS
LG6	1007096	1029221	1013143	PASS
UN	4658525	4669551	4668340	PASS
LG8	12804086	12805839	12804596	PASS
LG16	91265631	91266676	8061289	Not Valid
LG5	91265631	91266676	25760750	Not Valid
UN	9090242	9091607	9091158	PASS
LG10	91265631	91266676	22095838	Not Valid
LG9	91265631	91266676	4120521	Not Valid
LG1A	91265631	91266676	20833600	Not Valid
UN	91265631	91266676	62863351	Not Valid
LG14	91265631	91266676	15255180	Not Valid
LG12	91265631	91266676	8807692	Not Valid
LG18-21	6970923	6981885	6973607	PASS
LG7	91265631	91266676	15554042	Not Valid
UN	91265631	91266676	10951501	Not Valid
LG4	91265631	91266676	27541297	Not Valid
LGx	91265631	91266676	17778907	Not Valid
UN	91265631	91266676	58726937	Not Valid
LG2	13702473	13808721	13746962	PASS
LG14	91265631	91266676	5332161	Not Valid
LG15	18972929	18994099	18981301	PASS
LG17	91265631	91266676	431811	Not Valid
UN	31509444	31519893	31518849	PASS
UN	91265631	91266676	95822025	Not Valid
LG6	91265631	91266676	13673563	Not Valid
LG16	10843864	10851139	10850634	PASS
UN	91265631	91266676	56280669	Not Valid
LG10	91265631	91266676	11852096	Not Valid
LG14	91265631	91266676	27753933	Not Valid
LG2	11063573	11155217	11064306	PASS
UN	91265631	91266676	10337029	Not Valid
LG9	91265631	91266676	20987095	Not Valid
LG10	12998703	13065261	13062115	PASS
LG16	5017504	5024798	5020885	PASS
UN	91265631	91266676	29322611	Not Valid
LG5	91265631	91266676	15240187	Not Valid
LG5	7325353	7389887	7344587	PASS
LG19	8395038	8401027	8398665	PASS
LG10	91265631	91266676	14980564	Not Valid
LG14	91265631	91266676	14345416	Not Valid
LG1A	91265631	91266676	12384263	Not Valid
UN	91265631	91266676	30360042	Not Valid
LG20	23832009	23922414	23919209	PASS
LG22-25	91265631	91266676	9307141	Not Valid
UN	91265631	91266676	60830395	Not Valid
UN	91265631	91266676	65233767	Not Valid
UN	91265631	91266676	44514756	Not Valid
LG22-25	91265631	91266676	15449270	Not Valid
LG1B	91265631	91266676	7088348	Not Valid
LG1B	14235128	14399282	14395815	PASS
LG20	91265631	91266676	12350154	Not Valid
LGx	91265631	91266676	3458270	Not Valid
UN	91265631	91266676	25824300	Not Valid
LG4	13645945	13654713	13654684	PASS
UN	91265631	91266676	38255278	Not Valid
LG2	12846110	12847479	12846566	PASS
LG22-25	91265631	91266676	5547503	Not Valid
LG14	1488385	1522066	1514747	PASS
LG12	4973338	5012545	4975108	PASS
LG10	20724835	20773406	20742808	PASS
LG3	91265631	91266676	2041591	Not Valid
UN	14599956	14604767	14600510	PASS
UN	91265631	91266676	87526687	Not Valid
UN	91265631	91266676	10148543	Not Valid
LG4	91265631	91266676	16879331	Not Valid
UN	24062500	24082372	24069928	PASS
LG6	781902	795646	784719	PASS
LG5	20857679	20861545	20858130	PASS
LG6	91265631	91266676	2890431	Not Valid
UN	91265631	91266676	84702967	Not Valid
LG13	91265631	91266676	7022901	Not Valid
UN	91265631	91266676	65801001	Not Valid
LG8	1882803	1886589	1886105	PASS
LG6	6116678	6130512	6127637	PASS
LG13	91265631	91266676	15710364	Not Valid
UN	91265631	91266676	22599834	Not Valid
LG2	159421	352152	267113	PASS
LG22-25	91265631	91266676	3199855	Not Valid
LG12	91265631	91266676	12072685	Not Valid
LG22-25	91265631	91266676	11048157	Not Valid
LG17	19588918	19831786	19715294	PASS
UN	91265631	91266676	10905107	Not Valid
UN	91265631	91266676	46547558	Not Valid
LG11	91265631	91266676	10228654	Not Valid
LG10	14416165	14437244	14424627	PASS
UN	91265631	91266676	37089608	Not Valid
LG10	12712336	12724857	12724235	PASS
LG1B	16994928	17003525	16999784	PASS
LG13	16008923	16013915	16013250	PASS
LG17	91265631	91266676	5904641	Not Valid
LG9	91265631	91266676	5344522	Not Valid
UN	67401476	67785623	67405477	PASS
LG7	17891201	17914363	17913825	PASS
UN	91265631	91266676	44532359	Not Valid
LG10	91265631	91266676	15525827	Not Valid
UN	91265631	91266676	90624469	Not Valid
LG8	18282330	18296178	18282644	PASS
UN	91265631	91266676	83434374	Not Valid
LGx	8047859	8060698	8060679	PASS
LG15	25544386	25552037	25545264	PASS
LG10	18250665	18253764	18251310	PASS
LG6	91265631	91266676	9629421	Not Valid
LG17	14748537	14756429	14753520	PASS
UN	91265631	91266676	62002010	Not Valid
LG13	91265631	91266676	19996154	Not Valid
LG20	91265631	91266676	11068818	Not Valid
UN	71602924	71604395	71603728	PASS
UN	31505078	31509702	31506845	PASS
LG20	91265631	91266676	16109844	Not Valid
UN	39135364	39146119	39145538	PASS
LG1B	15385922	15392516	15388290	PASS
LG13	9164193	9167886	9165508	PASS
LG20	14185843	14192216	14191457	PASS
LG19	91265631	91266676	4464010	Not Valid
UN	41458915	41462778	41461016	PASS
LG6	91265631	91266676	335906	Not Valid
LG5	30419290	30429608	30419330	PASS
LG3	5028738	5031576	5029789	PASS
LG9	15017121	15019049	15017681	PASS
LG22-25	5871392	5885883	5875570	PASS
LG15	91265631	91266676	7671793	Not Valid
UN	36521457	36530025	36529615	PASS
UN	91265631	91266676	37104791	Not Valid
LG14	19450465	19452721	19451726	PASS
LG6	11693970	11712696	11694631	PASS
UN	91265631	91266676	74511908	Not Valid
UN	57388029	57628086	57502918	PASS
LG17	91265631	91266676	18362080	Not Valid
LG16	91265631	91266676	18931203	Not Valid
LG19	91265631	91266676	710860	Not Valid
LG5	91265631	91266676	11847580	Not Valid
LG7	91265631	91266676	17692829	Not Valid
LG18-21	4777287	4792427	4779183	PASS
LG17	5252273	5464140	5252322	PASS
LG18-21	12182543	12274365	12192862	PASS
LG8	91265631	91266676	5879225	Not Valid
LG14	91265631	91266676	6534809	Not Valid
LG3	91265631	91266676	3125426	Not Valid
LG2	91265631	91266676	10275802	Not Valid
UN	91265631	91266676	87122678	Not Valid
UN	71863748	71866204	71865844	PASS
UN	91265631	91266676	81027246	Not Valid
LG19	11284701	11324597	11285502	PASS
LG1B	91265631	91266676	15356464	Not Valid
UN	91265631	91266676	12234202	Not Valid
LG15	23512577	23514848	23514678	PASS
LGx	17555642	17561420	17555705	PASS
LG14	91265631	91266676	11454381	Not Valid
UN	79485878	79489027	79488185	PASS
UN	91265631	91266676	74330717	Not Valid
LG1A	9329318	9332583	9330547	PASS
UN	91265631	91266676	89134135	Not Valid
UN	86804560	86807855	86807588	PASS
LG10	91265631	91266676	10780779	Not Valid
UN	91265631	91266676	25623918	Not Valid
LG14	91265631	91266676	12118288	Not Valid
LG1A	91265631	91266676	17148368	Not Valid
UN	67321233	67323856	67323760	PASS
UN	91265631	91266676	11604952	Not Valid
LG1A	14049074	14056201	14054990	PASS
LG9	91265631	91266676	6696303	Not Valid
UN	91265631	91266676	78783356	Not Valid
LG22-25	5844055	5868149	5865221	PASS
LG2	20699505	20721584	20718727	PASS
LG9	654401	665277	654996	PASS
LG20	8523994	8529790	8525252	PASS
UN	91265631	91266676	76555637	Not Valid
LG14	12518432	12523625	12522636	PASS
UN	1823744	1828165	1825408	PASS
UN	91265631	91266676	95112596	Not Valid
LG15	91265631	91266676	13697238	Not Valid
UN	91265631	91266676	37616885	Not Valid
UN	16166231	16459472	16434460	PASS
LG2	91265631	91266676	19001084	Not Valid
LG17	19588918	19831786	19728248	PASS
LG1A	91265631	91266676	6133106	Not Valid
LG12	91265631	91266676	20931477	Not Valid
UN	91265631	91266676	71837912	Not Valid
UN	39287228	39298048	39290082	PASS
LG8	91265631	91266676	12258874	Not Valid
UN	91265631	91266676	45303626	Not Valid
UN	87842769	87845917	87843237	PASS
LG18-21	91265631	91266676	4929158	Not Valid
UN	91265631	91266676	78274023	Not Valid
UN	91265631	91266676	79686229	Not Valid
UN	91265631	91266676	78355322	Not Valid
LG18-21	91265631	91266676	13983548	Not Valid
LG5	91265631	91266676	24730764	Not Valid
LG5	9833177	10024680	9947093	PASS
UN	91265631	91266676	66973394	Not Valid
LG4	13498620	13501835	13499558	PASS
LG8	4345109	4345926	4345393	PASS
LG1A	91265631	91266676	26277133	Not Valid
LG3	1034472	1212839	1142520	PASS
LG3	10252138	10255940	10255223	PASS
LG19	91265631	91266676	4422428	Not Valid
LG20	30299	40776	38072	PASS
LG15	15523528	15548154	15544826	PASS
LG5	91265631	91266676	6583219	Not Valid
LG11	24453449	24509394	24503143	PASS
UN	24974709	24982759	24982663	PASS
UN	91265631	91266676	90036189	Not Valid
UN	91265631	91266676	90623649	Not Valid
LG7	8901310	8979020	8903129	PASS
LG15	91265631	91266676	20516143	Not Valid
LG5	27771508	27775632	27773798	PASS
LG16	91265631	91266676	12035005	Not Valid
LG7	91265631	91266676	24497643	Not Valid
LG3	1878544	1901073	1883347	PASS
LG17	91265631	91266676	15000225	Not Valid
UN	91265631	91266676	41161347	Not Valid
LG1B	10717149	10734292	10729787	PASS
LG4	9320775	9329286	9328229	PASS
UN	91265631	91266676	54459272	Not Valid
LGx	91265631	91266676	4967830	Not Valid
LG13	91265631	91266676	1654517	Not Valid
LG12	16694744	16719748	16704774	PASS
UN	91265631	91266676	95394296	Not Valid
LG17	91265631	91266676	11488970	Not Valid
LG8	10520808	10526043	10522963	PASS
UN	91265631	91266676	27466105	Not Valid
LG14	91265631	91266676	18115277	Not Valid
UN	91265631	91266676	77600514	Not Valid
LG15	532645	549025	548073	PASS
UN	91265631	91266676	41899460	Not Valid
UN	91265631	91266676	2843902	Not Valid
LG1B	91265631	91266676	6818515	Not Valid
LG1A	91265631	91266676	7264196	Not Valid
UN	91265631	91266676	68326700	Not Valid
UN	91265631	91266676	59049038	Not Valid
UN	91265631	91266676	85542955	Not Valid
UN	91265631	91266676	27888498	Not Valid
UN	91265631	91266676	39013811	Not Valid
UN	49038844	49040524	49039738	PASS
LG14	20703486	20949708	20715745	PASS
UN	91265631	91266676	81467852	Not Valid
LG22-25	91265631	91266676	24659600	Not Valid
LG8	14414911	14433981	14433804	PASS
LG11	91265631	91266676	7736040	Not Valid
UN	87210094	87215703	87212073	PASS
LG2	19771612	19777252	19774289	PASS
UN	55380104	55423431	55415396	PASS
LG3	91265631	91266676	9875450	Not Valid
LG10	91265631	91266676	5192574	Not Valid
LG16	91265631	91266676	6011633	Not Valid
UN	81471045	81482186	81472478	PASS
LG19	91265631	91266676	17341939	Not Valid
UN	20186024	20193775	20189504	PASS
LG10	8198062	8213652	8213330	PASS
LG22-25	12444986	12445962	12445218	PASS
LG6	91265631	91266676	777339	Not Valid
UN	91265631	91266676	74608595	Not Valid
LG15	16151213	16168237	16158797	PASS
LGx	4520972	4541531	4538376	PASS
UN	47020914	47062278	47036717	PASS
LG12	91265631	91266676	10902374	Not Valid
LG22-25	91265631	91266676	11280847	Not Valid
UN	91265631	91266676	88286591	Not Valid
UN	91265631	91266676	84604777	Not Valid
UN	87164515	87227095	87164596	PASS
LG7	3170238	3191557	3172358	PASS
LG13	1896093	1996755	1964590	PASS
LG8	91265631	91266676	9128228	Not Valid
UN	91265631	91266676	40754048	Not Valid
LG12	91265631	91266676	22923328	Not Valid
UN	91265631	91266676	27586866	Not Valid
UN	91265631	91266676	71392318	Not Valid
UN	91265631	91266676	17264123	Not Valid
LG13	25813232	25820324	25813849	PASS
LG15	6525684	6528754	6528340	PASS
LG7	13205286	13210148	13207114	PASS
LG1A	20534728	20548601	20536717	PASS
LG18-21	5841625	5848927	5846795	PASS
UN	91265631	91266676	28421194	Not Valid
LG1A	28781616	28864611	28789206	PASS
UN	91265631	91266676	44909926	Not Valid
LG1A	91265631	91266676	16545317	Not Valid
LG9	91265631	91266676	7430	Not Valid
UN	91265631	91266676	88459533	Not Valid
LG18-21	91265631	91266676	11382712	Not Valid
LG22-25	5706598	5709283	5706654	PASS
LG1B	91265631	91266676	5571530	Not Valid
UN	91265631	91266676	43777811	Not Valid
LG15	2102370	2110111	2108468	PASS
UN	91265631	91266676	32294895	Not Valid
UN	60888593	60900663	60898178	PASS
UN	68580005	68672039	68620498	PASS
UN	91265631	91266676	21902270	Not Valid
UN	91265631	91266676	3788284	Not Valid
LG10	91265631	91266676	10529112	Not Valid
LG14	17929560	17938340	17936966	PASS
UN	91265631	91266676	44766114	Not Valid
LG17	21059185	21066636	21065945	PASS
LG13	2374770	2530226	2523515	PASS
LG2	7841459	7843831	7843190	PASS
LG15	7384704	7516197	7385808	PASS
LG11	24152450	24166413	24163930	PASS
LG9	91265631	91266676	13738624	Not Valid
LG2	91265631	91266676	1430900	Not Valid
UN	5732388	5753925	5737812	PASS
LG24	91265631	91266676	5838868	Not Valid
UN	91265631	91266676	64061007	Not Valid
LG14	2691226	2695468	2695134	PASS
LG20	11151238	11151992	11151947	PASS
UN	91265631	91266676	55065892	Not Valid
LG14	91265631	91266676	17383796	Not Valid
UN	91265631	91266676	36481996	Not Valid
LG1B	91265631	91266676	5094049	Not Valid
LG17	91265631	91266676	18913147	Not Valid
LG6	19856371	19860152	19860057	PASS
LG22-25	111293	114617	111909	PASS
LG16	91265631	91266676	14861424	Not Valid
LG6	22686438	22697682	22686855	PASS
LG9	91265631	91266676	9912523	Not Valid
LG20	91265631	91266676	23154746	Not Valid
LG12	22268392	22270519	22269258	PASS
LG7	91265631	91266676	1566702	Not Valid
LG1A	10053870	10161124	10054969	PASS
UN	91265631	91266676	71999799	Not Valid
LG19	3942351	3980442	3970840	PASS
LG20	91265631	91266676	1236781	Not Valid
UN	87164515	87227095	87178506	PASS
LG16	10902362	10916034	10915071	PASS
LG8	6992105	6997408	6997228	PASS
LG14	15879948	15886723	15886283	PASS
UN	91265631	91266676	87058527	Not Valid
UN	95294950	95299284	95295579	PASS
LG3	91265631	91266676	12288622	Not Valid
UN	15717983	16167386	16042941	PASS
LG6	7358847	7389635	7380333	PASS
LG8	91265631	91266676	18618747	Not Valid
UN	91265631	91266676	6453172	Not Valid
UN	84882439	85129777	84962059	PASS
LGx	91265631	91266676	16764251	Not Valid
LG9	91265631	91266676	10753587	Not Valid
LG13	91265631	91266676	8976426	Not Valid
LG2	11425186	11428610	11427467	PASS
LG2	8162455	8209993	8207513	PASS
UN	29672572	29720148	29712684	PASS
UN	91265631	91266676	12687737	Not Valid
LG4	91265631	91266676	2165638	Not Valid
UN	91265631	91266676	43597008	Not Valid
UN	91265631	91266676	18472155	Not Valid
LG15	91265631	91266676	90796	Not Valid
UN	91265631	91266676	88357191	Not Valid
LG20	10139375	10148399	10145417	PASS
LG13	91265631	91266676	1487112	Not Valid
UN	91265631	91266676	63382604	Not Valid
LG4	91265631	91266676	22694464	Not Valid
UN	32408492	32422364	32409741	PASS
LG19	21107023	21127987	21121696	PASS
LG19	9501715	9515315	9501945	PASS
LG16	18665281	18724141	18722326	PASS
LG8	17878768	17883480	17881768	PASS
UN	91265631	91266676	93489715	Not Valid
UN	91265631	91266676	64959271	Not Valid
LG7	91265631	91266676	19439053	Not Valid
UN	62543977	62548007	62547212	PASS
LG1A	19039435	19122718	19069276	PASS
LG6	14581094	14598826	14582344	PASS
LG6	91265631	91266676	4718933	Not Valid
LG7	91265631	91266676	27556368	Not Valid
UN	91265631	91266676	54573369	Not Valid
UN	91265631	91266676	42071419	Not Valid
LG19	91265631	91266676	11258605	Not Valid
LG16	91265631	91266676	8617514	Not Valid
LG8	21909697	21923223	21910691	PASS
LG18-21	16049860	16051200	16051075	PASS
LG10	11857393	11875928	11875162	PASS
UN	2264829	2269834	2269365	PASS
LG2	91265631	91266676	12545516	Not Valid
UN	91265631	91266676	93867888	Not Valid
LG5	4143097	4193862	4156887	PASS
LG6	24861451	24862260	24861534	PASS
LGx	1082081	1085444	1084172	PASS
LG2	91265631	91266676	5047832	Not Valid
LG5	3210754	3257454	3243596	PASS
LG5	12915030	12928075	12919157	PASS
LG13	10338311	10388731	10387708	PASS
UN	91265631	91266676	21342987	Not Valid
LG6	91265631	91266676	13700849	Not Valid
LGx	91265631	91266676	4662310	Not Valid
LG5	91265631	91266676	3053708	Not Valid
LG14	91265631	91266676	5807560	Not Valid
LG8	91265631	91266676	3206064	Not Valid
LG15	91265631	91266676	2813615	Not Valid
LG2	91265631	91266676	18078098	Not Valid
LG16	3793769	3803163	3796001	PASS
LG16	11370541	11396598	11395550	PASS
LG7	15978881	16050748	16050099	PASS
LGx	13290449	13295920	13295469	PASS
UN	91265631	91266676	48990489	Not Valid
LG6	13096421	13118247	13117375	PASS
UN	83775129	83784321	83780989	PASS
LG15	5487801	5493035	5492991	PASS
LGx	17504795	17526561	17504850	PASS
LG10	13850319	13853489	13850981	PASS
LG5	91265631	91266676	6850597	Not Valid
LG15	13875681	13964286	13956337	PASS
LGx	91265631	91266676	5245384	Not Valid
LG10	91265631	91266676	12431266	Not Valid
LG11	91265631	91266676	17565288	Not Valid
LG4	9204886	9233742	9221747	PASS
LG4	91265631	91266676	16271476	Not Valid
LG7	91265631	91266676	10546143	Not Valid
UN	37504974	37509171	37507563	PASS
UN	58813279	58815520	58814027	PASS
UN	48536017	48538199	48536139	PASS
LG8	11377975	11384732	11382334	PASS
UN	53254040	53263835	53262775	PASS
LG7	11589738	11628214	11617604	PASS
LG15	91265631	91266676	9001190	Not Valid
LG2	5146606	5169716	5148718	PASS
LG22-25	91265631	91266676	2908857	Not Valid
LG14	24405462	24413527	24405992	PASS
LG6	91265631	91266676	3093150	Not Valid
UN	91265631	91266676	18226391	Not Valid
LG16	2009703	2030345	2030064	PASS
UN	20199140	20216202	20211374	PASS
LG12	8881315	8884741	8883938	PASS
LG1B	91265631	91266676	14957461	Not Valid
UN	91265631	91266676	92227294	Not Valid
UN	77910908	77928716	77923394	PASS
LG13	22402702	22404670	22403080	PASS
UN	91265631	91266676	81824341	Not Valid
LG8	17616367	17631232	17618815	PASS
LGx	713850	717616	716530	PASS
LG6	91265631	91266676	9545979	Not Valid
LG13	23805206	23890514	23811245	PASS
LG6	23008103	23021820	23012130	PASS
UN	91265631	91266676	49214191	Not Valid
LG13	91265631	91266676	11028289	Not Valid
UN	91265631	91266676	50994929	Not Valid
