     chromosome |       old_start |         old_end |       new_start |         new_end |           codon  |      Length add  | brin 
           LG17 |        11059171 |        11059173 |        11059174 |        11059176 |             TGA  |               3  |  +
             UN |         4760469 |         4760471 |         4760465 |         4760467 |             TGA  |               2  |  -
           LG19 |        13298788 |        13298790 |        13298784 |        13298786 |             TAA  |               2  |  -
             UN |        40931565 |        40931567 |        40930805 |        40930807 |             TAA  |             758  |  -
            LG4 |        20511523 |        20511525 |        20511519 |        20511521 |             TAA  |               2  |  -
           LG12 |        10330805 |        10330807 |        10330801 |        10330803 |             TAG  |               2  |  -
           LG19 |         3322350 |         3322352 |         3322346 |         3322348 |             TAA  |               2  |  -
           LG1A |         8055749 |         8055751 |         8055745 |         8055747 |             TGA  |               2  |  -
             UN |        68704642 |        68704644 |        68704467 |        68704469 |             TGA  |             173  |  -
             UN |        66523934 |        66523936 |        66524294 |        66524296 |             TAG  |             360  |  +
            LG7 |        27848787 |        27848789 |        27848783 |        27848785 |             TGA  |               2  |  -
             UN |        50661844 |        50661846 |        50662390 |        50662392 |             TAA  |             546  |  +
           LG1A |        15689999 |        15690001 |        15689995 |        15689997 |             TAA  |               2  |  -
        LG18-21 |         6133719 |         6133721 |         6133715 |         6133717 |             TAA  |               2  |  -
             UN |         5999339 |         5999341 |         5999342 |         5999344 |             TGA  |               3  |  +
           LG10 |        23928862 |        23928864 |        23928858 |        23928860 |             TGA  |               2  |  -
           LG16 |         3850367 |         3850369 |         3850370 |         3850372 |             TAA  |               3  |  +
           LG16 |        16231657 |        16231659 |        16231653 |        16231655 |             TGA  |               2  |  -
           LG11 |        10100142 |        10100144 |        10100145 |        10100147 |             TAG  |               3  |  +
             UN |        57857191 |        57857193 |        57857194 |        57857196 |             TGA  |               3  |  +
            LG6 |         4946125 |         4946127 |         4946121 |         4946123 |             TAG  |               2  |  -
            LG6 |         4705759 |         4705761 |         4705900 |         4705902 |             TAG  |             141  |  +
            LG7 |         9894161 |         9894163 |         9894157 |         9894159 |             TAA  |               2  |  -
             UN |        16069552 |        16069554 |        16069555 |        16069557 |             TAG  |               3  |  +
             UN |        46320051 |        46320053 |        46320047 |        46320049 |             TAA  |               2  |  -
            LG2 |        18518339 |        18518341 |        18518335 |        18518337 |             TGA  |               2  |  -
           LG10 |        16469995 |        16469997 |        16469991 |        16469993 |             TAA  |               2  |  -
            LG3 |        13111858 |        13111860 |        13111854 |        13111856 |             TGA  |               2  |  -
           LG11 |         1852033 |         1852035 |         1852036 |         1852038 |             TGA  |               3  |  +
           LG19 |        14679775 |        14679777 |        14679778 |        14679780 |             TGA  |               3  |  +
            LG6 |         5503562 |         5503564 |         5503565 |         5503567 |             TAG  |               3  |  +
             UN |        92043010 |        92043012 |        92043013 |        92043015 |             TAG  |               3  |  +
             UN |        88172320 |        88172322 |        88172323 |        88172325 |             TAA  |               3  |  +
            LG7 |        12102174 |        12102176 |        12102222 |        12102224 |             TGA  |              48  |  +
           LG12 |        20671569 |        20671571 |        20671565 |        20671567 |             TAG  |               2  |  -
            LG7 |         6596790 |         6596792 |         6597024 |         6597026 |             TAG  |             234  |  +
           LG16 |         1949892 |         1949894 |         1949895 |         1949897 |             TGA  |               3  |  +
            LGx |         9151193 |         9151195 |         9151196 |         9151198 |             TAA  |               3  |  +
           LG11 |        11123704 |        11123706 |        11123707 |        11123709 |             TAA  |               3  |  +
            LG3 |        10006070 |        10006072 |        10006073 |        10006075 |             TAG  |               3  |  +
           LG13 |        24599764 |        24599766 |        24599767 |        24599769 |             TGA  |               3  |  +
            LG4 |        22429738 |        22429740 |        22429741 |        22429743 |             TAA  |               3  |  +
             UN |        33586917 |        33586919 |        33586682 |        33586684 |             TAG  |             233  |  -
            LG9 |         3356167 |         3356169 |         3356170 |         3356172 |             TGA  |               3  |  +
             UN |        45305542 |        45305544 |        45305397 |        45305399 |             TAG  |             143  |  -
           LG13 |        18455698 |        18455700 |        18455694 |        18455696 |             TGA  |               2  |  -
            LG4 |         9583569 |         9583571 |         9583572 |         9583574 |             TAG  |               3  |  +
            LG5 |        12780995 |        12780997 |        12780998 |        12781000 |             TAG  |               3  |  +
            LG7 |        27404537 |        27404539 |        27404533 |        27404535 |             TGA  |               2  |  -
             UN |        95449071 |        95449073 |        95449074 |        95449076 |             TGA  |               3  |  +
            LG7 |        15370222 |        15370224 |        15370225 |        15370227 |             TGA  |               3  |  +
             UN |        87270182 |        87270184 |        87270185 |        87270187 |             TAG  |               3  |  +
             UN |        34767678 |        34767680 |        34767807 |        34767809 |             TGA  |             129  |  +
             UN |        50483067 |        50483069 |        50483073 |        50483075 |             TAA  |               6  |  +
             UN |        41511978 |        41511980 |        41511974 |        41511976 |             TAA  |               2  |  -
           LG16 |        19713463 |        19713465 |        19713459 |        19713461 |             TGA  |               2  |  -
           LG17 |        15451610 |        15451612 |        15451606 |        15451608 |             TGA  |               2  |  -
             UN |        65904016 |        65904018 |        65903829 |        65903831 |             TGA  |             185  |  -
             UN |        91510256 |        91510258 |        91510252 |        91510254 |             TAG  |               2  |  -
             UN |        86720563 |        86720565 |        86720764 |        86720766 |             TAA  |             201  |  +
           LG13 |         1676804 |         1676806 |         1676807 |         1676809 |             TAA  |               3  |  +
           LG17 |        11149345 |        11149347 |        11149263 |        11149265 |             TGA  |              80  |  -
        LG22-25 |        11311311 |        11311313 |        11311196 |        11311198 |             TGA  |             113  |  -
           LG17 |          446933 |          446935 |          446936 |          446938 |             TAA  |               3  |  +
           LG10 |         5230188 |         5230190 |         5230184 |         5230186 |             TGA  |               2  |  -
             UN |        76253633 |        76253635 |        76253338 |        76253340 |             TAA  |             293  |  -
            LGx |        14784875 |        14784877 |        14784871 |        14784873 |             TAA  |               2  |  -
           LG19 |         6085987 |         6085989 |         6085983 |         6085985 |             TAA  |               2  |  -
             UN |        71060774 |        71060776 |        71060770 |        71060772 |             TAG  |               2  |  -
             UN |        69126526 |        69126528 |        69126685 |        69126687 |             TAG  |             159  |  +
           LG11 |        10242871 |        10242873 |        10242867 |        10242869 |             TGA  |               2  |  -
           LG14 |        26372109 |        26372111 |        26372105 |        26372107 |             TGA  |               2  |  -
           LG1B |         9591024 |         9591026 |         9591020 |         9591022 |             TAG  |               2  |  -
           LG19 |        16079590 |        16079592 |        16079586 |        16079588 |             TAA  |               2  |  -
             UN |        46473438 |        46473440 |        46473434 |        46473436 |             TAA  |               2  |  -
            LG2 |         8251579 |         8251581 |         8251675 |         8251677 |             TAA  |              96  |  +
           LG14 |         3816725 |         3816727 |         3816758 |         3816760 |             TAA  |              33  |  +
        LG22-25 |         8873162 |         8873164 |         8873074 |         8873076 |             TGA  |              86  |  -
           LG14 |         6892661 |         6892663 |         6892664 |         6892666 |             TAG  |               3  |  +
             UN |        57029793 |        57029795 |        57029627 |        57029629 |             TGA  |             164  |  -
           LG10 |         5511293 |         5511295 |         5511296 |         5511298 |             TGA  |               3  |  +
           LG20 |        21145670 |        21145672 |        21145666 |        21145668 |             TGA  |               2  |  -
        LG22-25 |        24748999 |        24749001 |        24748995 |        24748997 |             TGA  |               2  |  -
           LG13 |        19294308 |        19294310 |        19294311 |        19294313 |             TGA  |               3  |  +
             UN |        58335954 |        58335956 |        58336068 |        58336070 |             TGA  |             114  |  +
             UN |        77852457 |        77852459 |        77852453 |        77852455 |             TAG  |               2  |  -
           LG10 |         5132051 |         5132053 |         5132240 |         5132242 |             TGA  |             189  |  +
           LG11 |        12102109 |        12102111 |        12102112 |        12102114 |             TAA  |               3  |  +
           LG17 |        19360454 |        19360456 |        19360469 |        19360471 |             TAA  |              15  |  +
             UN |        43200978 |        43200980 |        43200981 |        43200983 |             TAA  |               3  |  +
             UN |        27962904 |        27962906 |        27962907 |        27962909 |             TGA  |               3  |  +
           LG1A |        18427455 |        18427457 |        18427458 |        18427460 |             TAG  |               3  |  +
             UN |        73872096 |        73872098 |        73873062 |        73873064 |             TAA  |             966  |  +
        LG22-25 |        12836062 |        12836064 |        12836058 |        12836060 |             TGA  |               2  |  -
            LG2 |        13999001 |        13999003 |        13998997 |        13998999 |             TAG  |               2  |  -
           LG1B |         4038721 |         4038723 |         4038717 |         4038719 |             TAA  |               2  |  -
           LG1B |         3659228 |         3659230 |         3659231 |         3659233 |             TGA  |               3  |  +
           LG17 |         3833533 |         3833535 |         3833529 |         3833531 |             TGA  |               2  |  -
           LG19 |         6475592 |         6475594 |         6475595 |         6475597 |             TAA  |               3  |  +
             UN |        63439088 |        63439090 |        63438985 |        63438987 |             TGA  |             101  |  -
            LG6 |        13221630 |        13221632 |        13221633 |        13221635 |             TGA  |               3  |  +
           LG14 |         9205871 |         9205873 |         9205867 |         9205869 |             TAA  |               2  |  -
             UN |        70772237 |        70772239 |        70772291 |        70772293 |             TAG  |              54  |  +
             UN |        91668736 |        91668738 |        91668732 |        91668734 |             TGA  |               2  |  -
           LG14 |        10805190 |        10805192 |        10805193 |        10805195 |             TGA  |               3  |  +
             UN |        59810235 |        59810237 |        59810238 |        59810240 |             TGA  |               3  |  +
           LG15 |         7925895 |         7925897 |         7925891 |         7925893 |             TAA  |               2  |  -
           LG16 |        17448441 |        17448443 |        17448444 |        17448446 |             TAG  |               3  |  +
           LG24 |         6670323 |         6670325 |         6670319 |         6670321 |             TGA  |               2  |  -
           LG1A |        11257852 |        11257854 |        11257848 |        11257850 |             TAG  |               2  |  -
            LG9 |        21154029 |        21154031 |        21154025 |        21154027 |             TAG  |               2  |  -
             UN |        39558873 |        39558875 |        39558876 |        39558878 |             TGA  |               3  |  +
             UN |        81033802 |        81033804 |        81033798 |        81033800 |             TAA  |               2  |  -
           LG19 |        14825226 |        14825228 |        14825229 |        14825231 |             TGA  |               3  |  +
           LG15 |        14263543 |        14263545 |        14263546 |        14263548 |             TGA  |               3  |  +
           LG13 |        12337890 |        12337892 |        12337886 |        12337888 |             TGA  |               2  |  -
           LG1A |        17385589 |        17385591 |        17385667 |        17385669 |             TGA  |              78  |  +
            LG3 |         7470013 |         7470015 |         7470016 |         7470018 |             TGA  |               3  |  +
            LG3 |        12274412 |        12274414 |        12274415 |        12274417 |             TAA  |               3  |  +
             UN |        87247924 |        87247926 |        87247920 |        87247922 |             TAA  |               2  |  -
           LG19 |         3320357 |         3320359 |         3320384 |         3320386 |             TGA  |              27  |  +
            LG6 |        14943222 |        14943224 |        14943218 |        14943220 |             TAA  |               2  |  -
           LG14 |        20813787 |        20813789 |        20813783 |        20813785 |             TAA  |               2  |  -
           LG19 |        22021306 |        22021308 |        22021309 |        22021311 |             TAA  |               3  |  +
           LG11 |         8451314 |         8451316 |         8451317 |         8451319 |             TAA  |               3  |  +
           LG12 |        23077996 |        23077998 |        23077992 |        23077994 |             TAA  |               2  |  -
        LG22-25 |        25997902 |        25997904 |        25997898 |        25997900 |             TGA  |               2  |  -
            LG7 |        15402663 |        15402665 |        15402666 |        15402668 |             TGA  |               3  |  +
            LG2 |        19724471 |        19724473 |        19724831 |        19724833 |             TAA  |             360  |  +
            LG2 |        13106978 |        13106980 |        13106974 |        13106976 |             TGA  |               2  |  -
           LG10 |         5697461 |         5697463 |         5697464 |         5697466 |             TAA  |               3  |  +
            LG2 |         9313312 |         9313314 |         9313315 |         9313317 |             TAG  |               3  |  +
           LG19 |          776430 |          776432 |          776433 |          776435 |             TGA  |               3  |  +
             UN |        41131328 |        41131330 |        41131324 |        41131326 |             TAA  |               2  |  -
             UN |        63305883 |        63305885 |        63305886 |        63305888 |             TGA  |               3  |  +
            LG5 |        10719883 |        10719885 |        10719879 |        10719881 |             TAA  |               2  |  -
           LG12 |         4837895 |         4837897 |         4837898 |         4837900 |             TGA  |               3  |  +
           LG12 |        19156238 |        19156240 |        19156241 |        19156243 |             TAA  |               3  |  +
            LGx |        17552672 |        17552674 |        17552744 |        17552746 |             TAA  |              72  |  +
           LG13 |        20582541 |        20582543 |        20582544 |        20582546 |             TGA  |               3  |  +
            LG6 |           77221 |           77223 |           77224 |           77226 |             TAA  |               3  |  +
           LG20 |        26625713 |        26625715 |        26625709 |        26625711 |             TAA  |               2  |  -
            LG2 |          579326 |          579328 |          579322 |          579324 |             TAA  |               2  |  -
           LG16 |        14692480 |        14692482 |        14692476 |        14692478 |             TAA  |               2  |  -
            LG7 |         7915109 |         7915111 |         7915105 |         7915107 |             TGA  |               2  |  -
           LG16 |        22007949 |        22007951 |        22007952 |        22007954 |             TGA  |               3  |  +
             UN |        10614278 |        10614280 |        10614281 |        10614283 |             TAA  |               3  |  +
             UN |        52205229 |        52205231 |        52205244 |        52205246 |             TAA  |              15  |  +
             UN |        64022928 |        64022930 |        64022924 |        64022926 |             TGA  |               2  |  -
             UN |        76997379 |        76997381 |        76997375 |        76997377 |             TGA  |               2  |  -
           LG19 |         5493112 |         5493114 |         5493115 |         5493117 |             TAG  |               3  |  +
             UN |        11024608 |        11024610 |        11024529 |        11024531 |             TAA  |              77  |  -
           LG10 |        10530946 |        10530948 |        10530949 |        10530951 |             TGA  |               3  |  +
            LG5 |        13335928 |        13335930 |        13335924 |        13335926 |             TGA  |               2  |  -
           LG13 |        20174879 |        20174881 |        20174882 |        20174884 |             TAG  |               3  |  +
            LG7 |         3039866 |         3039868 |         3039965 |         3039967 |             TGA  |              99  |  +
            LG5 |         4096313 |         4096315 |         4096316 |         4096318 |             TAA  |               3  |  +
           LG1A |        22121445 |        22121447 |        22121448 |        22121450 |             TGA  |               3  |  +
            LGx |        11787139 |        11787141 |        11787135 |        11787137 |             TGA  |               2  |  -
           LG12 |        20083493 |        20083495 |        20083496 |        20083498 |             TGA  |               3  |  +
             UN |        49615094 |        49615096 |        49615097 |        49615099 |             TGA  |               3  |  +
           LG20 |         4135010 |         4135012 |         4135013 |         4135015 |             TGA  |               3  |  +
           LG20 |         6322530 |         6322532 |         6322487 |         6322489 |             TAA  |              41  |  -
            LG4 |         7784849 |         7784851 |         7784845 |         7784847 |             TAA  |               2  |  -
             UN |        59861267 |        59861269 |        59861270 |        59861272 |             TGA  |               3  |  +
            LG8 |         4773017 |         4773019 |         4773013 |         4773015 |             TGA  |               2  |  -
             UN |        46762798 |        46762800 |        46762794 |        46762796 |             TAG  |               2  |  -
           LG17 |        11325487 |        11325489 |        11325490 |        11325492 |             TAA  |               3  |  +
             UN |        74095434 |        74095436 |        74095437 |        74095439 |             TAA  |               3  |  +
             UN |        26945634 |        26945636 |        26945712 |        26945714 |             TAA  |              78  |  +
           LG13 |         7874992 |         7874994 |         7874995 |         7874997 |             TAA  |               3  |  +
            LG6 |        24746132 |        24746134 |        24746135 |        24746137 |             TAA  |               3  |  +
            LG2 |        11876421 |        11876423 |        11876424 |        11876426 |             TAA  |               3  |  +
           LG1B |         4501357 |         4501359 |         4501353 |         4501355 |             TGA  |               2  |  -
           LG24 |         6864998 |         6865000 |         6865001 |         6865003 |             TGA  |               3  |  +
            LG6 |          434983 |          434985 |          434979 |          434981 |             TAA  |               2  |  -
           LG13 |        25558780 |        25558782 |        25558776 |        25558778 |             TAA  |               2  |  -
             UN |        17016121 |        17016123 |        17016124 |        17016126 |             TAG  |               3  |  +
            LG5 |        18230485 |        18230487 |        18230488 |        18230490 |             TAA  |               3  |  +
            LG6 |        19760553 |        19760555 |        19760549 |        19760551 |             TAA  |               2  |  -
           LG17 |        20873949 |        20873951 |        20873840 |        20873842 |             TAG  |             107  |  -
            LG6 |        28090028 |        28090030 |        28090024 |        28090026 |             TAA  |               2  |  -
           LG24 |         1916451 |         1916453 |         1916454 |         1916456 |             TGA  |               3  |  +
             UN |        30215534 |        30215536 |        30215530 |        30215532 |             TGA  |               2  |  -
           LG15 |        13532092 |        13532094 |        13532095 |        13532097 |             TAA  |               3  |  +
             UN |        88353326 |        88353328 |        88353455 |        88353457 |             TAA  |             129  |  +
           LG10 |        23296367 |        23296369 |        23296613 |        23296615 |             TAA  |             246  |  +
            LG4 |        22221001 |        22221003 |        22220997 |        22220999 |             TGA  |               2  |  -
             UN |        31626698 |        31626700 |        31626694 |        31626696 |             TAA  |               2  |  -
           LG1B |        15255956 |        15255958 |        15255952 |        15255954 |             TGA  |               2  |  -
        LG22-25 |            1310 |            1312 |            1306 |            1308 |             TAA  |               2  |  -
            LG8 |        14772750 |        14772752 |        14772753 |        14772755 |             TAA  |               3  |  +
             UN |        32696549 |        32696551 |        32696795 |        32696797 |             TAG  |             246  |  +
            LG7 |         9436541 |         9436543 |         9436537 |         9436539 |             TAA  |               2  |  -
           LG1A |        29021576 |        29021578 |        29021572 |        29021574 |             TAG  |               2  |  -
             UN |        58559012 |        58559014 |        58559008 |        58559010 |             TAG  |               2  |  -
             UN |        62644852 |        62644854 |        62644818 |        62644820 |             TAA  |              32  |  -
           LG16 |         7001467 |         7001469 |         7001463 |         7001465 |             TGA  |               2  |  -
           LG11 |        12781458 |        12781460 |        12781454 |        12781456 |             TAG  |               2  |  -
             UN |        14675656 |        14675658 |        14675659 |        14675661 |             TAA  |               3  |  +
            LG5 |         9828794 |         9828796 |         9828797 |         9828799 |             TAG  |               3  |  +
           LG12 |        20045743 |        20045745 |        20045746 |        20045748 |             TGA  |               3  |  +
            LGx |         5355586 |         5355588 |         5355528 |         5355530 |             TAA  |              56  |  -
           LG15 |         5839601 |         5839603 |         5839604 |         5839606 |             TGA  |               3  |  +
             UN |        19923657 |        19923659 |        19923653 |        19923655 |             TGA  |               2  |  -
           LG19 |        20530795 |        20530797 |        20530605 |        20530607 |             TGA  |             188  |  -
            LG9 |        21313654 |        21313656 |        21313657 |        21313659 |             TGA  |               3  |  +
            LG3 |         2783661 |         2783663 |         2783657 |         2783659 |             TGA  |               2  |  -
            LG6 |        11049070 |        11049072 |        11049066 |        11049068 |             TAA  |               2  |  -
            LG7 |         9392806 |         9392808 |         9392809 |         9392811 |             TGA  |               3  |  +
            LG9 |        13113699 |        13113701 |        13113695 |        13113697 |             TAG  |               2  |  -
           LG14 |         6937093 |         6937095 |         6937096 |         6937098 |             TAA  |               3  |  +
           LG1A |        20196741 |        20196743 |        20196737 |        20196739 |             TGA  |               2  |  -
           LG1B |         5430451 |         5430453 |         5430447 |         5430449 |             TGA  |               2  |  -
            LG7 |         5342566 |         5342568 |         5342562 |         5342564 |             TAA  |               2  |  -
            LG7 |        10188777 |        10188779 |        10188773 |        10188775 |             TGA  |               2  |  -
        LG22-25 |        25449772 |        25449774 |        25449768 |        25449770 |             TAA  |               2  |  -
            LG6 |        20423920 |        20423922 |        20423916 |        20423918 |             TAG  |               2  |  -
             UN |        56873035 |        56873037 |        56873047 |        56873049 |             TAG  |              12  |  +
            LG8 |        18179214 |        18179216 |        18179210 |        18179212 |             TGA  |               2  |  -
           LG17 |        11551090 |        11551092 |        11551093 |        11551095 |             TGA  |               3  |  +
           LG14 |        12070649 |        12070651 |        12070645 |        12070647 |             TGA  |               2  |  -
           LG10 |        14521879 |        14521881 |        14521875 |        14521877 |             TGA  |               2  |  -
            LG7 |        26403881 |        26403883 |        26403877 |        26403879 |             TAA  |               2  |  -
        LG18-21 |        11536662 |        11536664 |        11536665 |        11536667 |             TGA  |               3  |  +
             UN |        48612850 |        48612852 |        48612853 |        48612855 |             TAA  |               3  |  +
            LG7 |        27331117 |        27331119 |        27331113 |        27331115 |             TAA  |               2  |  -
            LG8 |         7232034 |         7232036 |         7232009 |         7232011 |             TGA  |              23  |  -
             UN |        49845244 |        49845246 |        49845367 |        49845369 |             TAG  |             123  |  +
        LG18-21 |        10486148 |        10486150 |        10486144 |        10486146 |             TGA  |               2  |  -
             UN |        29399429 |        29399431 |        29399432 |        29399434 |             TAA  |               3  |  +
             UN |        31948091 |        31948093 |        31948199 |        31948201 |             TAA  |             108  |  +
            LGx |         4582043 |         4582045 |         4582039 |         4582041 |             TAG  |               2  |  -
             UN |        20230418 |        20230420 |        20230414 |        20230416 |             TGA  |               2  |  -
             UN |        72591526 |        72591528 |        72591522 |        72591524 |             TAA  |               2  |  -
        LG22-25 |         4715716 |         4715718 |         4715712 |         4715714 |             TAA  |               2  |  -
             UN |        64884726 |        64884728 |        64884729 |        64884731 |             TGA  |               3  |  +
            LG5 |        24200297 |        24200299 |        24200300 |        24200302 |             TGA  |               3  |  +
             UN |        18066582 |        18066584 |        18066539 |        18066541 |             TGA  |              41  |  -
             UN |        70463290 |        70463292 |        70463286 |        70463288 |             TAG  |               2  |  -
             UN |        28214702 |        28214704 |        28214705 |        28214707 |             TGA  |               3  |  +
             UN |        56707696 |        56707698 |        56707545 |        56707547 |             TGA  |             149  |  -
        LG22-25 |         5026845 |         5026847 |         5026841 |         5026843 |             TGA  |               2  |  -
            LG7 |        26468822 |        26468824 |        26468818 |        26468820 |             TGA  |               2  |  -
             UN |        81622001 |        81622003 |        81621997 |        81621999 |             TAG  |               2  |  -
             UN |        50195169 |        50195171 |        50195165 |        50195167 |             TGA  |               2  |  -
            LG7 |        11942815 |        11942817 |        11942811 |        11942813 |             TAG  |               2  |  -
           LG15 |        12146378 |        12146380 |        12146374 |        12146376 |             TAA  |               2  |  -
            LGx |         5951673 |         5951675 |         5951669 |         5951671 |             TAG  |               2  |  -
             UN |        67500879 |        67500881 |        67500990 |        67500992 |             TGA  |             111  |  +
             UN |        74150148 |        74150150 |        74150144 |        74150146 |             TAA  |               2  |  -
             UN |        51697148 |        51697150 |        51697151 |        51697153 |             TAA  |               3  |  +
             UN |        43960716 |        43960718 |        43960962 |        43960964 |             TGA  |             246  |  +
        LG18-21 |         9458868 |         9458870 |         9458864 |         9458866 |             TAA  |               2  |  -
           LG20 |         2909962 |         2909964 |         2909965 |         2909967 |             TAG  |               3  |  +
             UN |        44307663 |        44307665 |        44307723 |        44307725 |             TGA  |              60  |  +
            LG8 |        14407633 |        14407635 |        14407629 |        14407631 |             TAA  |               2  |  -
            LG7 |         3939298 |         3939300 |         3939301 |         3939303 |             TGA  |               3  |  +
            LG5 |         5979861 |         5979863 |         5979864 |         5979866 |             TAG  |               3  |  +
           LG16 |        13840102 |        13840104 |        13840105 |        13840107 |             TAA  |               3  |  +
            LG2 |        20336596 |        20336598 |        20336599 |        20336601 |             TAA  |               3  |  +
            LG9 |        16469652 |        16469654 |        16469655 |        16469657 |             TAG  |               3  |  +
             UN |        61183195 |        61183197 |        61183288 |        61183290 |             TAG  |              93  |  +
           LG1A |        18382161 |        18382163 |        18382157 |        18382159 |             TAG  |               2  |  -
             UN |        66441561 |        66441563 |        66441564 |        66441566 |             TGA  |               3  |  +
            LG7 |        13354997 |        13354999 |        13354993 |        13354995 |             TAA  |               2  |  -
            LG2 |          400173 |          400175 |          400169 |          400171 |             TAG  |               2  |  -
           LG17 |        20514285 |        20514287 |        20514417 |        20514419 |             TGA  |             132  |  +
           LG1A |        20019319 |        20019321 |        20019322 |        20019324 |             TAA  |               3  |  +
             UN |        89802441 |        89802443 |        89802437 |        89802439 |             TAA  |               2  |  -
            LG8 |         8485322 |         8485324 |         8485355 |         8485357 |             TGA  |              33  |  +
           LG20 |         2421810 |         2421812 |         2421813 |         2421815 |             TGA  |               3  |  +
        LG22-25 |        18334224 |        18334226 |        18334227 |        18334229 |             TGA  |               3  |  +
             UN |        76046495 |        76046497 |        76046498 |        76046500 |             TAG  |               3  |  +
           LG19 |         6987261 |         6987263 |         6987257 |         6987259 |             TGA  |               2  |  -
             UN |        94181960 |        94181962 |        94181956 |        94181958 |             TAA  |               2  |  -
             UN |        45074759 |        45074761 |        45074762 |        45074764 |             TAA  |               3  |  +
           LG19 |         6006833 |         6006835 |         6006836 |         6006838 |             TGA  |               3  |  +
           LG16 |        12284043 |        12284045 |        12284039 |        12284041 |             TGA  |               2  |  -
            LG6 |        12691616 |        12691618 |        12691619 |        12691621 |             TGA  |               3  |  +
            LG3 |         4990544 |         4990546 |         4990547 |         4990549 |             TAG  |               3  |  +
            LGx |         1884811 |         1884813 |         1884786 |         1884788 |             TGA  |              23  |  -
             UN |        62860299 |        62860301 |        62860295 |        62860297 |             TGA  |               2  |  -
           LG13 |        12644106 |        12644108 |        12644109 |        12644111 |             TGA  |               3  |  +
           LG14 |        13991088 |        13991090 |        13991196 |        13991198 |             TGA  |             108  |  +
           LG1B |        17149434 |        17149436 |        17149430 |        17149432 |             TGA  |               2  |  -
           LG1A |        26383711 |        26383713 |        26383714 |        26383716 |             TGA  |               3  |  +
             UN |         4258840 |         4258842 |         4258836 |         4258838 |             TGA  |               2  |  -
            LG5 |        10810080 |        10810082 |        10810092 |        10810094 |             TAA  |              12  |  +
            LG8 |        21361150 |        21361152 |        21361312 |        21361314 |             TAA  |             162  |  +
             UN |        39826715 |        39826717 |        39826718 |        39826720 |             TAG  |               3  |  +
             UN |        44862915 |        44862917 |        44862758 |        44862760 |             TAG  |             155  |  -
           LG19 |        11808443 |        11808445 |        11808439 |        11808441 |             TGA  |               2  |  -
            LG3 |         4478663 |         4478665 |         4478659 |         4478661 |             TAG  |               2  |  -
           LG24 |        11760964 |        11760966 |        11760967 |        11760969 |             TGA  |               3  |  +
            LG2 |         9269765 |         9269767 |         9269761 |         9269763 |             TGA  |               2  |  -
            LG8 |        18100414 |        18100416 |        18100410 |        18100412 |             TAA  |               2  |  -
             UN |         7615929 |         7615931 |         7615925 |         7615927 |             TGA  |               2  |  -
            LG7 |        23062013 |        23062015 |        23062009 |        23062011 |             TGA  |               2  |  -
           LG15 |        16520294 |        16520296 |        16520290 |        16520292 |             TGA  |               2  |  -
            LG9 |         4948361 |         4948363 |         4948357 |         4948359 |             TAG  |               2  |  -
        LG18-21 |        16410232 |        16410234 |        16410228 |        16410230 |             TAA  |               2  |  -
            LG8 |          884086 |          884088 |          884089 |          884091 |             TGA  |               3  |  +
           LG16 |        10243725 |        10243727 |        10243721 |        10243723 |             TAA  |               2  |  -
             UN |         8951622 |         8951624 |         8951718 |         8951720 |             TGA  |              96  |  +
           LG14 |         4335515 |         4335517 |         4335511 |         4335513 |             TAA  |               2  |  -
           LG16 |         7886074 |         7886076 |         7886070 |         7886072 |             TGA  |               2  |  -
        LG22-25 |        24896603 |        24896605 |        24896599 |        24896601 |             TAG  |               2  |  -
           LG20 |         2386691 |         2386693 |         2386694 |         2386696 |             TGA  |               3  |  +
             UN |        40051558 |        40051560 |        40051554 |        40051556 |             TAA  |               2  |  -
           LG16 |        24520312 |        24520314 |        24520315 |        24520317 |             TAA  |               3  |  +
            LG7 |         6661944 |         6661946 |         6661947 |         6661949 |             TGA  |               3  |  +
            LG6 |            8850 |            8852 |            8834 |            8836 |             TGA  |              14  |  -
           LG17 |        14188503 |        14188505 |        14188506 |        14188508 |             TAG  |               3  |  +
            LG6 |        24268832 |        24268834 |        24268871 |        24268873 |             TGA  |              39  |  +
            LG7 |        15066809 |        15066811 |        15066805 |        15066807 |             TAA  |               2  |  -
           LG10 |         6895542 |         6895544 |         6895538 |         6895540 |             TGA  |               2  |  -
           LG13 |        17579265 |        17579267 |        17579268 |        17579270 |             TAA  |               3  |  +
           LG20 |        21252612 |        21252614 |        21252608 |        21252610 |             TAA  |               2  |  -
             UN |        44477893 |        44477895 |        44477896 |        44477898 |             TGA  |               3  |  +
            LGx |         7942604 |         7942606 |         7942558 |         7942560 |             TGA  |              44  |  -
             UN |        44998625 |        44998627 |        44998621 |        44998623 |             TAA  |               2  |  -
             UN |        59797882 |        59797884 |        59797878 |        59797880 |             TGA  |               2  |  -
             UN |        86982633 |        86982635 |        86982629 |        86982631 |             TAA  |               2  |  -
           LG11 |        12585895 |        12585897 |        12585891 |        12585893 |             TAA  |               2  |  -
           LG17 |         2340165 |         2340167 |         2340198 |         2340200 |             TGA  |              33  |  +
           LG12 |        18584684 |        18584686 |        18584680 |        18584682 |             TGA  |               2  |  -
             UN |        39182592 |        39182594 |        39182567 |        39182569 |             TAA  |              23  |  -
             UN |        37558783 |        37558785 |        37558786 |        37558788 |             TGA  |               3  |  +
